"project_id","title","description","operating_unit","budget","expense"
"00089459","Funding Facility for Stabilization","To quickly respond to immediate needs of the areas which were under Islamic State of Iraq and Levant (ISIL) control and facilitate the process of return of internally displaced persons, this project provides stabilization support in Iraq.","Iraq","486581035.00","246388814.00"
"00089137","Law and Order Trust Fund for Afghanistan (LOTFA) - SUPPORT TO PAYROLL MANAGEMENT","LOTFA Support to Payroll Management Project, provides exclusive support to fulfill the Ministry of Interior payroll management. This project was jointly developed by Government of Afghanistan, Ministry of Interior, UNDP, donors and other partners.","Afghanistan","378920000.00","361707638.00"
"00090474","Procurement Support Services to Ministry of Health","At the request of the MoH, UNDP procures a range of medicines and medical products as an emergency measure, and builds the capacity needed to support a transparent, cost-effective procurement system for the Ministry.","Ukraine","175216003.00","147099387.00"
"00099947","Yemen Crisis Response Project II","The 24-month Emergency Crisis Response Project (ECRP) aims to mitigate the impact of the current crisis on local households and communities and assist their recovery from the bottom-up using local systems,","Yemen","159706118.00","157742328.00"
"00107802","Commitment Towards Fast Tracking 90-90-90 Targets","Commitment Towards Fast Tracking 90-90-90 Targets by 2010 and Ending AIDS by 2030","Zimbabwe","155426640.00","91598754.00"
"00105005","UN Electoral Support Project (UNESP)","The UN Electoral Support Project  is the international community’s programming vehicle to support the next elections in Afghanistan is supporting by the United Nation Development Programme UNDP.","Afghanistan","77184121.00","45230599.00"
"00073902","Programmade Gobernanza y Gestion en Salud - Proyectos ""Banco Internacional de Reconstruccion y Fomento""","Con la realización del Proyecto, se espera lograr una: i) Gestión Centralizada de la UFIS de la cartera del BM; ii) Apoyo en la utilización y calidad de los servicios de salud priorizados para la población sin cobertura explicita de salud.","Argentina","64177016.00","4334504.00"
"00084981","Consolidación del modelo de atención primaria de la salud a través de la provisión y dispensa de medicamentos esenciales","Consolidación del modelo de atención primaria de la salud a través de la provisión y dispensa de medicamentos esenciales – Proyectos BID","Argentina","52415602.00","18260730.00"
"00085156","Iraq Crisis Response and Resilience","Iraq Crisis Response and Resilience is a programme that supports crisis response, and helps to strengthen resilience in Iraq.","Iraq","48747965.00","26720555.00"
"00066602","Apoyo a la Gestion de la Politica Alimentaria y Fortalecimiento de las Organizaciones Comunitarias (Abordaje Comunitario del Plan Nacional de Seguridad Alimentaria)","Apoyo a la Gestión de la Política Alimentaria y Fortalecimiento de las Organizaciones Comunitarias (Abordaje Comunitario del Plan Nacional de Seguridad Alimentaria).","Argentina","42221554.00","37564790.00"
"00105760","Accélérer leur accès aux services sociaux et économiques à la base.","Le PUDC cible les populations pauvres vivant dans les zones peu ou mal desservies par les interventions de l’état, avec pour objectif d’accélérer leur accès aux services sociaux et économiques à la base.","Togo","37154242.00","14846931.00"
"00090372","GEF-SGP Operational Phase 6","GEF-SGP OP6 will target its support towards priority landscapes and seascapes for community based conservation actions, promote sustainable energy access co-benefits, climate smart agro-ecology, and local to global chemicals coalitions.","Bureau Policy & Prog Support","35436520.00","36023749.00"
"00086871","Programme d'Urgence de Developpement Communautaire","Le Programme d’urgence de développement communautaire vise à contribuer à l’amélioration significativement des conditions de vie des populations .","Senegal","33821503.00","15749773.00"
"00063524","National Energy Efficiency Programme -  Phase 2","The second phase of a capacity development programme for the new Saudi Energy Efficiency Centre to develop Energy Efficiency Policy and Regulations","Saudi Arabia","29437415.00","19144069.00"
"00065799","Supporting Lebanese Hosting Communities","Support to economic recovery, community security and social cohesion in Lebanese communities affected by the Syrian Crisis","Lebanon","28316897.00","25409966.00"
"00049150","Social Fund for Development - Phase IV","The SFD is mandated to participate in the government efforts to address unemployment by promoting MSEs development","Egypt","27456330.00","25923601.00"
"00095446","Apoyo al Plan Estratégico para Garantizar una vida Sana y Promover el Bienestar de toda la población de la Provincia de Buenos Aires, en todas las etapas de su ciclo de vida (2016/2019)","Apoyo al Plan Estratégico para Garantizar una vida Sana y Promover el Bienestar de toda la población de la Provincia de Buenos Aires, en todas las etapas de su ciclo de vida (2016/2019)","Argentina","26204922.00","11148931.00"
"00113767","South Sudan Humanitarian Fund - SSHF 2018 SA2 MA/NGOs","This project has been established in line with UNDP’s role as Managing Agent of the South Sudan Humanitarian Fund/Country Based Pooled Fund as detailed in the SSHF/CBPF’s Terms of Reference.","South Sudan, Republic of","25937598.00","24422722.00"
"00048435","COMISION INTERNACIONAL CONTRA IMPUNIDAD CICIG","International Commission against Impunity in Guatemala (CICIG)","Guatemala","24728598.00","15118867.00"
"00107433","Embarazo Adolescente","Apoyo al Plan Nacional de Prevención y Reducción del Embarazo No Intencional en la Adolescencia","Argentina","24009932.00","3296047.00"
"00096954","Mejora de la capacidad del Ministerio de Finanzas de Cordoba como organismo rector de los procesos de innovacion y getion por medio de las Tecnologias de la Informacion y la Comunicacion.","Objetivo del proyecto: mejorar la capacidad de gestión de diversas áreas del Ministerio de Finanzas para favorecer la modernización de la provincia de Córdoba con mayor eficacia, eficiencia y transparencia a través de la incorporación de TICS.","Argentina","22683500.00","17175425.00"
"00036408","DESARROLLO METROPOLITANO MUNICIPALIDAD DE GUATEMALA","PROGRAMA DE DESARROLLO METROPOLITANO DE LA MUNICIPALIDAD DE GUATEMALA","Guatemala","21683802.00","17708383.00"
"00095107","Procurement Support Services to FMOH","To strengthen the national public health procurement system and thereby improve the effectiveness of diagnosis and treatment of patients in the Republic of the Sudan","Sudan, Republic of the","21075723.00","27988905.00"
"00068663","Promover y fortalecer las estrategias de la Secretaría de Gabinete y Coordinación Administrativa para mejorar la atención al ciudadano y contribuir a la institucionalización de una gestión pública de calidad","Promover y fortalecer las estrategias gubernamentales de la Subsecretaría de Gestión Administrativa de Innovación Pública para mejorar la atención al ciudadano y contribuir a la institucionalización de una gestión pública de calidad.","Argentina","20653421.00","4078357.00"
"00094616","Immediate Stabilization Facility for Libya","This project will support the Government of National Accord (GNA) to deliver basic services and develop legitimacy by contributing to recovery and peace efforts.","Libya","19704001.00","10872611.00"
"00089434","Zimbabwe Resilence Building Fund","Increased capacities of communities to protect development gains and achieve improved well-being outcomes in the face of shocks and stresses enabling them to contribute to the economic growth of Zimbabwe","Zimbabwe","19102313.00","12403770.00"
"00108414","Support Services to Ministry of Health","Support to the implementation of the TB and Malaria grants managed by the Ministry of Health and Child Care in Zimbabwe","Zimbabwe","18945608.00","11731131.00"
"00087756","Industrial and Commercial Refrigeration and Air Conditioning (ICR) Sector - Stage II","Sector plan for phase-out of HCFCs in the Industrial and Commercial Refrigeration and Air Conditioning (ICR) Sector in China (Stage-II) for compliance with 2020 targets Project","China","18567839.00","18356954.00"
"00110499","South Sudan Humanitarian Fund - SSHF 2018 SA1 MA/NGOs","This project has been established in line with UNDP’s role as Managing Agent of the South Sudan Humanitarian Fund/Country Based Pooled Fund as detailed in the SSHF/CBPF’s Terms of Reference.","South Sudan, Republic of","18106148.00","16569715.00"
"00075077","EFICACIA Y EFICIENCIA EN USO DE RECURSOS REGALIAS","Fortalecer las capacidades de gestión pública territorial y nacional en el uso eficaz y eficiente de los recursos provenientes del Sistema General de Regalías (SGR)","Colombia","17912657.00","12093429.00"
"00108936","Integrated Community Stabilization","The programme aims to stabilize local communities devastated by Boko Haram in North East Region of Nigeria through integrated approach focusing on the four inter-related areas: livelihoods, social cohesion, basic services, and local governance.","Nigeria","17678671.00","7508400.00"
"00092733","Projet d'Appui à la Lutte Antipaludique au Tchad II","Le projet vise l'amélioration de la santé de la population des zones couvertes par la lutte contre le paludisme (distribution de masse des MILDA, traitement préventif intermittent chez les femme enceintes, etc.).","Chad","15608546.00","16555466.00"
"00086522","Darfur Development Strategy (DDS) FaST Projects","Projects under Darfur Development Strategy, Foundational and Short-Term Activities (FAST) to create solid ground and a strong foundation for recovery and development in Darfur.","Sudan, Republic of the","14911070.00","12944664.00"
"00103338","UNDP Sudan Humanitarian Fund (SHF) 2017 - WASH services","This project has been established in line with UNDP’s role as Managing Agent of the Sudan Humanitarian Fund","Sudan, Republic of the","14747895.00","11089321.00"
"00088875","Stabilisation and Development Programme","SDP is one of the key initiatives supported by UNDP to augment sustainable returns and development of the newly merged districts (NMDs).","Pakistan","14090339.00","12119729.00"
"00061324","PIMS 4561 GEF-SGP Operational Phase 5","PIMS 4561 - This project will provide support to communities through small grants by continuing the Small Grants Programme its fifth Operational Phase.","Bureau Policy & Prog Support","13896605.00","11207438.00"
"00042831","construct 300 housing units in Rafah","Construction of 302 residential units for 302 families in Rafah city.
For the SFD Project, it aims to repair 12,357 affected houses, 3 non-refugee schools, reconstruction 837  houses and six sport clubs and a cultural centre","Prog for Palestinian People","13724541.00","13683380.00"
"00101619","Technical Assistance to REDD+ Implementation","Technical Assistance to implementation of United Nations Programme on Reducing Emissions from Deforestation and Forest Degradation","Bureau Policy & Prog Support","13617493.00","5200150.00"
"00041529","Construction of Sewage Treatment Plant in Khan Younis","The Construction of  Sewage Treatment Plant and Main Pressure Line in Khan Younis in the Gaza Strip . 
The project aims at protecting the public health and improving the environmental conditions of Khan Younis residents.","Prog for Palestinian People","13052643.00","10604330.00"
"00033363","Joint  UNDP-DPA Programme on Conflict Prevention","Joint UNDP -DPA Programme on Building National Capacities for Conflict Prevention","BCPR","12627916.00","11431699.00"
"00090196","PAZ SOSTENIBLE","Contribuir, en asocio con las instituciones, la sociedad civil y la cooperación internacional, a la implementación de la Agenda 2030 en Colombia (especialmente el Objetivo 16) en el territorio","Colombia","12278854.00","7262479.00"
"00101479","Ministry of Interior Affairs and Police Development Project (MPD)","MOIA AND POLICE DEVELOPMENT - MPD project, supported by the United nation development programme UNDP country office for Afghanistan.","Afghanistan","12112062.00","10708835.00"
"00063928","Global HIV, Health and Development Project","Policy and technical support to address development dimensions of HIV and health. UNDP’s work in HIV and health is guided by the 2030 Agenda for Sustainable Development & the UNDP Strategic Plan 2018-2021.","Bureau Policy & Prog Support","12063137.00","8621043.00"
"00095492","Enhanced Rural Resilience in Yemen","The three-year joint programme “Enhanced Rural Resilience in Yemen” (ERRY) will be implemented by FAO, ILO, UNDP and WFP in four governorates: Hajjah, Hodeidah, Lahj and Abyan.","Yemen","11943286.00","11298308.00"
"00062980","Strengthening Electoral and Legislative Processes","Strengthening the institutional capacity of the Election Commission of Pakistan (ECP), building momentum for electoral reforms and supporting ECP to implement a comprehensive civic education strategy, focusing on women and youth","Pakistan","11770334.00","11668607.00"
"00077591","Addressing Critical Gaps HIV Prevention, Treatment, Care","The projects seeks to address the critical gaps in HIV/AIDS interventions in Zimbabwe through reaching the most vulnerable populations in each of the 10 provinces of Zimbabwe.","Zimbabwe","11732354.00","23264020.00"
"00086493","BPPS HEAD QUARTERS WORK PLAN (Project)","Bureau for Policy and Programme Support: Delivery of Coordinated Policy and Programme & Management Services to Country Offices; management and operational support across thematic areas of the Bureau linked to the Strategic Plan.","Bureau Policy & Prog Support","11643655.00","9864665.00"
"00014311","Desarrollo de los Centros de Justicia","Proyecto de Infraestructura y Desarrollo de los Centros de Justicia, de la Corte Suprema de Justicia.","Paraguay","11635616.00","10110965.00"
"00108620","Global Funds programme continuation","continuing the implementation of current Global Fund grants for an additional three years under  the same goals, strategic objectives and similar programmatic interventions.","Sudan, Republic of the","10935851.00","6575731.00"
"00099472","Right to Education in JRS II","The project seeks to tackle the chronic quality education challenges in East Jerusalem including sector fragmentation and addressing the needs for ensuring continuous operation and sustainability of the Palestinian education system in the City.","Prog for Palestinian People","10906766.00","10545679.00"
"00093892","CRU - Global Project - Crisis Response","The global project for Crisis Response enables implementation of, and strengthens the key principles and elements of UNDP’s corporate crisis response strategy in order to ensure that the Organization’s crisis response capacity is fit for purpose.","Crisis Response Unit","10891336.00","9330626.00"
"00098023","Scaling-up Malaria prevention & Case Management","The project has been developed for strengthening and scaling-up Malaria Prevention and Case Management to improve Health Status in Afghanistan.","Afghanistan","10792771.00","6251292.00"
"00106306","Expanding and Enhancing Quality TB Prevention, Care, and Control Services in South Sudan","Expanding and Enhancing the Quality of HIV Prevention, Care, and Control Services in South Sudan","South Sudan, Republic of","10750190.00","7626543.00"
"00113007","Electricity and Energy Support","Job Creation for Resilience Building in Syria-Phase III","Syria","10642695.00","6261381.00"
"00104158","Resilience and Recovery","Put the country on a more robust development path by helping the local authorities to restore security, essential services delivery and livelihoods opportunities.","Libya","10554857.00","4931632.00"
"00074638","Global Health Innovative Tech Research and Development","Global Health Innovative Technology Research and Development - Accelerating access and delivery of new health technologies for tuberculosis, malaria and neglected tropical diseases: supporting countries to achieve universal health coverage.","Bureau Policy & Prog Support","10533007.00","10395159.00"
"00098752","GAVI Phase II-Improving vaccination systems","Improving efficiency of vaccination systems through operationalisation of web based vaccine management system in all the districts of select states","India","10346622.00","7634589.00"
"00085384","Support Services to MoHCC","Support to the implementation of the TB and Malaria grants managed by the Ministry of Health and Child Welfare in Zimbabwe reaching to the persons affected and living with HIV/AIDS in the 10 provinces of Zimbabwe.","Zimbabwe","10187254.00","15166396.00"
"00097044","MPTF Ventana de Entidades No-Gubernamentales","Proveer servicios de coordinación y comunicación, administración de recursos, monitoreo, auditorías, creación de capacidades, rendición de cuentas de los fondos desembolsados a las entidades implementadoras y de los resultados alcanzados.","Colombia","9904557.00","8808537.00"
"00077970","Access to Justice and Rule of Law","Access to Justice and Rule of Law project contributes to the strengthening of peace infrastructures and accountable governance at the national and sub-national levels.","South Sudan, Republic of","9752579.00","6449079.00"
"00082671","Consolidación de la Gestión centralizada en Salud","El Proyecto consolidará la gestión centralizada de los Programas y Proyectos del Ministerio de Salud de la Nación, en lo referido a la administración financiera, adquisiciones y contrataciones y monitoreo y evaluación.","Argentina","9685090.00","6546864.00"
"00100113","Malawi National Registration and Identification System","The Malawi National Registration and Identification System (NRIS) project - to contribute to Government’s efforts to guarantee the fundamental right to identity, entitlement and enjoyment of full citizenship in Malawi.","Malawi","9467430.00","15481810.00"
"00044201","DEPRIVED FAMILIES ECONOMIC EMPOWERMENT PROGRAMME DEEP","DEPRIVED fAMILIES ECONOMIC EMPOWERMENT PROGRAMME DEEP to empower and graduate the depressed & deprived Palestinian families (cronic & hard hit poor ) from being receipients of humanitarian assistance to providers of income.","Prog for Palestinian People","9457785.00","9011126.00"
"00112026","Achieving 2030 Agenda for Sustainable Development in AP","This Regional Project is designed as a framework for UNDP’s contributions to support countries in Asia and the Pacific to achieve eradication of poverty and significant reduction of inequalities and exclusion in a way that is sustainable and resilient.","Rgnl Center in Bangkok (RCB)","9309897.00","5684773.00"
"00105291","South Sudan Humanitarian Fund - SSHF 2017 SA2 MA/NGOs","Project established in line with UNDP’s role as Managing Agent of South Sudan Humanitarian Fund/Country Based Pooled Fund as detailed in the SSHF/CBPF’s Terms of Reference. The Project serves to channel allocations to NGOs for 2017 round 2 of the SSHF","South Sudan, Republic of","9241045.00","8303755.00"
"00047594","4NR Support to GEF CBD Parties 2010 biodiversity targets","PIMS 3918 BD MSP: Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National  Assessments - Phases I and II (4NR)","Bureau Policy & Prog Support","9201506.00","7708372.00"
"00094293","GCF-Managing climate change induced water shortages","This project aims to deliver safe and secure freshwater to 105,000 people in the islands of Maldives in the face of climate change risks","Maldives","9020000.00","3075381.00"
"00095143","Apoyo a la Implementación de la Política Nacional de Ciencia, Tecnología e Innovación","Apoyar a la SENACYT en la implementación de su Política de Ciencia, Tecnología e Innovación (PENCYT)","Panama","8791748.00","2798077.00"
"00096804","Fortalecimiento del Programa Nacional Qali Warma 2","Mejorar la atención alimentaria de las niñas y niños de las instituciones educativas públicas del país","Peru","8679369.00","8679369.00"
"00105476","Support High Peace Council PRA Strategy (PIP)","Afghanistan Project Initiation Plan to Support High Peace Council - Peace and Reconciliation in Afghanistan (PRA) Strategy","Afghanistan","8518742.00","5630336.00"
"00103705","SOUTIEN AU CYCLE ELECTORAL","L’objectif ultime de ce projet est de contribuer à la tenue d’élections crédibles, transparentes, pacifiques et inclusives en 2018 et ainsi créer un environnement propice pour la consolidation de la paix et de la démocratie dans le pays.","Madagascar","8509787.00","7215709.00"
"00097850","Yemen Emergency Crisis Response","mitigate the impact of the current crisis on local households and communities and assist their recovery","Yemen","8435297.00","8371647.00"
"00072487","Mitigating the impact of the Syrian refugee crisis on Jo","Mitigating the impact of the Syrian refugee crisis on Jordanian vulnerable host communities.","Jordan","8330696.00","8789543.00"
"00085372","Joint Programme on Rule of Law","Enhance capacity of Somalia's Rule of Law system to cater to the specific needs of All, and especially  vulnerable groups.","Somalia","8125713.00","6736857.00"
"00061652","Supporting ROL 4 peaceful, just &inclusive scoietie(AOI)","Strengthening capacity of courts, increased access to justice, improved police services, legal aid, improved rule of law policies, and representation mechanism for men, women and other vulnerable groups in Khyber Pakhtunkhwa.","Pakistan","8011342.00","4995980.00"
"00083957","Advancing inclusive and sustainable HD","This Regional Project is designed as a framework for UNDP’s contributions to support countries in Asia and the Pacific to achieve eradication of poverty and significant reduction of inequalities and exclusion in a way that is sustainable and resilient.","Rgnl Center in Bangkok (RCB)","7945698.00","8002314.00"
"00084664","URU/14/007 Programa de Mejoramiento de Barrios II","Busca contribuir a mejorar las condiciones de vida de la población residente en asentamientos irregulares y áreas degradadas, mejorando el acceso de los hogares a infraestructura básica y servicios sociales y urbanos adecuados.","Uruguay","7865696.00","6447242.00"
